Incident No.,Incident_Date,Site,Type,Brief Description,Maint_Count_1d_before,Maint_Count_3d_before,Maint_Count_7d_before,Maint_Count_14d_before,Maint_Count_30d_before,Maint_Count_60d_before,Maint_Count_90d_before,Maint_Count_1d_after,Maint_Count_3d_after,Maint_Count_7d_after,Maint_Count_14d_after,Maint_Count_30d_after,Maint_Count_60d_after,Maint_Count_90d_after
INC-1345856,2021-05-11,Cheyenne WY,Incident,Pump P-401 to the recycle kettle has a small leak,50,50,134,264,483,873,1412,37,77,131,250,465,868,1328
INC-1345853,2021-05-11,Cheyenne WY,Incident,Minor leak on glycol pump P-902,50,50,134,264,483,873,1412,37,77,131,250,465,868,1328
INC-1345852,2021-05-11,Cheyenne WY,Incident,C-01 4th Stage East Packing Box Leaking,50,50,134,264,483,873,1412,37,77,131,250,465,868,1328
INC-1345850,2021-05-10,Cheyenne WY,Incident,Minor leak from needle valve going to the level indicator on NH3 secondary separator,42,43,164,292,475,904,1415,50,118,150,285,470,910,1287
INC-1345848,2021-05-07,Cheyenne WY,Incident,Minor leak from Disposal Well #3 PSV-512 ,40,84,125,250,498,925,1406,1,43,120,228,412,870,1288
INC-1345729,2021-05-11,Cheyenne WY,Near Miss,"While removing LCV4360 actuator for repair, valve stem ejected and shot up into above pipework (insulation)",50,50,134,264,483,873,1412,37,77,131,250,465,868,1328
INC-1345540,2021-05-17,Cheyenne WY,Incident,Leaking threaded nipple on PSV,31,32,150,272,513,941,1448,54,108,166,216,468,864,1317
INC-1344853,2021-05-10,Cheyenne WY,Incident,Water Softener Flow Meter Flange Leak,42,43,164,292,475,904,1415,50,118,150,285,470,910,1287
INC-1344560,2021-05-07,Cheyenne WY (DNTI),Near Miss,"Hard Brake-Driver and equipment are okay. Driver was on I-20 in Dallas, TX and traffic slowed in front of him. He braked harder than he needed to and triggered a hard brake.",40,84,125,250,498,925,1406,1,43,120,228,412,870,1288
INC-1344295,2021-01-04,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,29,29,109,175,326,748,1146,33,89,132,228,458,983,1356
INC-1344294,2021-01-04,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,29,29,109,175,326,748,1146,33,89,132,228,458,983,1356
INC-1344293,2021-03-03,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,41,68,137,249,508,895,1202,87,113,176,247,486,916,1394
INC-1344292,2021-02-23,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,50,51,148,223,449,838,1139,39,89,133,286,520,921,1456
INC-1344291,2021-01-02,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,0,11,80,146,307,735,1150,0,33,90,215,410,895,1356
INC-1344290,2021-02-19,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,44,97,107,205,472,853,1162,1,31,120,277,448,915,1429
INC-1344289,2021-03-11,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,62,102,190,309,550,995,1287,39,40,106,211,429,904,1332
INC-1344160,2021-01-27,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,31,46,120,191,435,736,1156,44,44,115,224,483,915,1382
INC-1344159,2021-01-02,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,0,11,80,146,307,735,1150,0,33,90,215,410,895,1356
INC-1344158,2021-01-02,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,0,11,80,146,307,735,1150,0,33,90,215,410,895,1356
INC-1344157,2020-12-15,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,41,43,79,161,395,810,1266,8,15,81,150,376,761,1263
INC-1344156,2020-12-17,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,13,54,69,161,386,823,1232,7,7,73,153,368,763,1270
INC-1344155,2021-03-09,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,40,40,169,286,521,934,1253,35,74,101,180,464,897,1347
INC-1344154,2020-11-29,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,0,0,73,173,410,827,1129,61,74,84,181,370,768,1208
INC-1344152,2021-03-04,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,87,130,181,294,547,957,1254,88,88,190,257,461,929,1387
INC-1344149,2021-02-20,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,1,61,107,205,449,794,1161,1,51,120,276,474,925,1428
INC-1344146,2021-03-11,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,62,102,190,309,550,995,1287,39,40,106,211,429,904,1332
INC-1344048,2021-05-03,Cheyenne WY,Near Miss,"LoDAN Lost Acid flow to Neutralizer @ 3:36 pm due to acid trip valve (UV404) failing closed, will not reset. and Tripped Plant Down. ",38,41,166,279,468,929,1414,57,121,164,272,496,956,1346
INC-1344013,2020-11-30,Cheyenne WY (DNTI),External {Non-IPL},Confidential Injury/Illness,61,61,134,234,449,860,1187,70,84,143,220,380,768,1208
INC-1344012,2021-01-09,Cheyenne WY (DNTI),External {Non-IPL},Confidential Injury/Illness,1,57,90,170,305,705,1148,0,74,125,219,445,956,1385
INC-1343972,2021-04-27,Cheyenne WY,Incident,ST-102 overflowed with captured storm water,67,67,123,231,467,899,1382,53,90,149,264,530,917,1356
INC-1343683,2021-04-29,Cheyenne WY,Near Miss,The total continuous monitoring system (CEMS) downtime exceeded five percent of the total operating time for the reporting period. ,58,125,151,272,479,956,1396,37,39,160,279,477,951,1342
INC-1343593,2021-04-28,Cheyenne WY,Near Miss,Mixer tripped on Remelt tank.,53,89,126,242,489,921,1392,58,61,143,262,499,886,1344
INC-1343592,2021-04-28,Cheyenne WY,Incident,Neutralizer steam released to atmosphere.,53,89,126,242,489,921,1392,58,61,143,262,499,886,1344
INC-1343575,2021-04-28,Cheyenne WY,Incident,Flange leak on Neutralizer,53,89,126,242,489,921,1392,58,61,143,262,499,886,1344
INC-1343400,2021-04-26,Cheyenne WY,Incident,Hydraulic hose on the forklift is leaking,36,36,149,219,436,918,1370,67,125,166,292,552,953,1348
INC-1343398,2021-04-26,Cheyenne WY,Incident,Micro balloon leak from exhaust muffler,36,36,149,219,436,918,1370,67,125,166,292,552,953,1348
INC-1343393,2021-04-25,Cheyenne WY,Incident,Service water line leak inside the HiDAN building,0,26,113,183,401,900,1349,36,89,128,250,542,953,1348
INC-1343166,2021-04-25,Cheyenne WY,Near Miss,Tripped Neutralizer swapping pumps,0,26,113,183,401,900,1349,36,89,128,250,542,953,1348
INC-1343049,2021-04-23,Cheyenne WY,Near Miss,Reached positive pressure in primary reformer firebox,26,56,113,183,467,950,1349,0,36,126,250,477,919,1348
INC-1343000,2021-04-22,Cheyenne WY,Hazard,"had an operator call in for night shift, could not get any coverage so running one operator short tonight.",37,113,147,232,477,951,1349,26,26,151,275,503,932,1363
INC-1342722,2021-04-15,Cheyenne WY,Incident,Seals are leaking on the BFW pump for the Urea boiler,40,70,119,191,443,945,1330,34,34,147,272,516,958,1347
INC-1342688,2021-04-15,Cheyenne WY,Incident,There is a leak on the east tank recirc suction line on the tank side of the block valve. Leak is going to asphalted area around the tank.,40,70,119,191,443,945,1330,34,34,147,272,516,958,1347
INC-1342664,2021-04-20,Cheyenne WY,Hazard,The Guard on Our West 95% Pump for the Cooling Fan Fell off due to Corrision and Missing Bolts exposing the Cooling Fan. ,76,76,127,223,467,915,1386,30,56,123,241,533,916,1368
INC-1342655,2021-04-19,Cheyenne WY,Incident,Oil leak #1 Acid Plant,57,57,127,246,449,939,1374,76,113,149,279,549,973,1346
INC-1342654,2021-04-20,Cheyenne WY,Near Miss,"Power blip, lost cooling H20 pump",76,76,127,223,467,915,1386,30,56,123,241,533,916,1368
INC-1342303,2021-04-16,Cheyenne WY,Incident,"During normal operation Urea Cooling water booster pump tripped,  operations reset breaker and when we went to start tripped Urea BDC, lighting in compressor building, lighting in Litwin and Fricks were tripped.",34,51,70,189,433,945,1330,0,57,113,239,482,936,1344
INC-1342262,2021-04-14,Cheyenne WY (DNTI),Near Miss,Hard Brake-Driver EB I-80 on icy roads. Truck in front of him started to jack knife on the icy bridge ahead. Driver braked hard to slow down and avoid incident.,17,36,101,190,425,911,1326,40,40,127,242,522,910,1346
INC-1341965,2021-04-11,Cheyenne WY,Incident,The seals on the North Nitric Acid Pump in the tank farm that feeds LoDAN #2 Neutralizer are leaking.,0,49,119,217,390,929,1385,19,36,70,183,483,940,1343
INC-1341962,2021-04-03,Cheyenne WY,Incident,Pond #4 transfer line leak south of #4 Acid control room,0,35,98,203,461,946,1356,0,54,119,189,468,926,1386
INC-1341851,2021-04-12,Cheyenne WY,Near Miss,Delta V failed to stop P-601 when it was supposed to. It stopped P-701 instead. ,19,19,138,236,409,927,1362,30,70,127,219,512,940,1343
INC-1341820,2021-04-10,Cheyenne WY (DNTI),Near Miss,Hard Brake-Driver traveling on US-70 behind a pickup. Pickup slowed and did not have brake lights or turn signals. Driver braked hard to avoid incident with pickup.,0,65,119,217,429,940,1385,0,30,70,183,475,903,1343
INC-1341624,2021-04-08,Cheyenne WY,Near Miss,DCS Operator was making SJF059 on Delta V control system and noticed once batch was almost complete that the control system added N-16R instead of N-90,65,119,121,261,464,973,1386,49,49,119,232,482,932,1357
INC-1341529,2021-04-07,Cheyenne WY (DNTI),Incident,"Low Speed Incident-Driver traveling unfamiliar roads following GPS made a right hand turn from HWY 412 onto Main St in Imboden, AR. Driver was looking forward and passenger side of trailer struck a power pole damaging the pole and trailer.",28,70,105,235,443,924,1374,65,65,101,222,498,909,1367
INC-1341285,2021-04-03,Cheyenne WY (DNTI),Near Miss,Hard Brake-Driver was approaching intersection and traffic light changed to yellow. Driver braked hard to stop at the traffic light.,0,35,98,203,461,946,1356,0,54,119,189,468,926,1386
INC-1341282,2021-03-31,Cheyenne WY (DNTI),Near Miss,Hard Brake-Driver was approaching stop light and the light changed. Driver braked hard to stop at light.,50,96,163,242,527,967,1355,35,35,105,190,463,903,1396
INC-1341281,2021-04-05,Cheyenne WY,Incident,The bottom gasket on the 1st pre-decomposer has a minor leak.,42,42,140,244,415,940,1369,54,119,138,246,512,963,1386
INC-1341271,2021-04-05,Cheyenne WY,Incident,The rupture disc flange on the A-carbamate pump was found to have a small leak.,42,42,140,244,415,940,1369,54,119,138,246,512,963,1386
INC-1341265,2021-04-01,Cheyenne WY,Incident,Small water leak south of the Urea Boiler,35,98,142,239,502,969,1356,2,2,121,191,432,889,1377
INC-1341260,2021-04-04,Cheyenne WY,Incident,UAN transfer line leaks discovered by the old urea prill tower and water world. ,0,2,98,202,399,925,1356,42,70,119,189,487,963,1386
INC-1341259,2021-04-06,Cheyenne WY,Incident,Cooling water hose leak.,54,54,106,229,427,908,1377,28,77,107,223,509,921,1359
INC-1341257,2021-03-28,Cheyenne WY,Incident,B-carbamate pump packing around rods have a minor leak.,0,44,104,172,432,915,1338,46,96,98,217,467,966,1353
INC-1341256,2021-03-29,Cheyenne WY,Incident,Water line leak between the warehouse and paint shed.,46,47,150,218,478,949,1318,63,98,140,236,489,966,1353
INC-1341236,2021-04-06,Cheyenne WY,Incident,Leak on 83% truck loading arm.,54,54,106,229,427,908,1377,28,77,107,223,509,921,1359
INC-1341233,2021-04-05,Cheyenne WY,Incident,Packing leak on manual chain valve exit Neutralizer,42,42,140,244,415,940,1369,54,119,138,246,512,963,1386
INC-1341231,2021-04-05,Cheyenne WY,Incident,Leak discovered on level control valve,42,42,140,244,415,940,1369,54,119,138,246,512,963,1386
INC-1341230,2021-04-06,Cheyenne WY,Hazard,Pin hole leak discovered on Neutralizer,54,54,106,229,427,908,1377,28,77,107,223,509,921,1359
INC-1341102,2021-04-04,Cheyenne WY,Incident,During normal operation Urea BDC and Fricks compressors tripped.,0,2,98,202,399,925,1356,42,70,119,189,487,963,1386
INC-1340977,2021-03-01,Cheyenne WY (DNTI),Near Miss,Hard Brake-Driver braked hard to pull into an area to park the his 10 hour brake.,27,28,146,254,467,855,1174,43,130,184,275,527,957,1397
INC-1340975,2021-04-01,Cheyenne WY (DNTI),Near Miss,Hard Brake - Driver was bobtailing a truck to the shop and almost missed his turn. Driver braked to slow to make his turn.,35,98,142,239,502,969,1356,2,2,121,191,432,889,1377
INC-1340968,2021-03-30,Cheyenne WY (DNTI),External {Non-IPL},"Third Party Carrier lost control of vehicle rolling over. Single vehicle incident, no loss of containment, property damage only.",63,63,140,219,494,934,1332,50,52,106,201,479,920,1394
INC-1340752,2021-03-23,Cheyenne WY,Incident,Seals on BFW pump J-301B are leaking,37,38,89,180,484,882,1271,33,77,140,229,477,954,1383
INC-1340741,2021-03-23,Cheyenne WY,Incident,Minor gasket leak on MDEA Rich/Lean Solution Exchanger,37,38,89,180,484,882,1271,33,77,140,229,477,954,1383
INC-1340737,2021-03-25,Cheyenne WY,Incident,Steam driven oil pump in #1 Acid has a small leak on the gasket.,66,103,140,211,520,948,1337,44,44,142,261,444,979,1369
INC-1340734,2021-03-22,Cheyenne WY,Incident,The service water line in LoDAN 1 is leaking,27,29,95,198,474,923,1268,37,103,150,244,478,981,1364
INC-1340643,2021-03-28,Cheyenne WY,Near Miss,P-202 stopped working,0,44,104,172,432,915,1338,46,96,98,217,467,966,1353
INC-1340642,2021-03-29,Cheyenne WY,Incident,P-201 discharge line leaking product ,46,47,150,218,478,949,1318,63,98,140,236,489,966,1353
INC-1340640,2021-03-25,Cheyenne WY,Incident,Caustic solution splashed out of 5-gallon bucket causing burn to right lower leg,66,103,140,211,520,948,1337,44,44,142,261,444,979,1369
INC-1340352,2021-03-24,Cheyenne WY (DNTI),Near Miss,Near Miss-Driver had passenger side steer tire go flat on westbound I-90 in Idaho. Driver stopped immediately on the shoulder and contacted shop for repair. No injuries. Tire and wheel were both replaced.,33,60,102,191,506,905,1294,66,67,163,235,467,944,1386
INC-1339983,2021-03-18,Cheyenne WY,Incident,Possible glycol heat exchanger (2080-E-901) leaking,40,66,106,257,542,937,1298,36,37,140,239,428,941,1378
INC-1339981,2021-03-16,Cheyenne WY,Incident,C-01 4th stage east head gasket leak,26,27,101,258,512,897,1271,15,51,89,219,443,925,1367
INC-1339939,2021-03-22,Cheyenne WY,Incident,when trying to start the #1 acid plant operator notice that there was a lot of oil spraying/leaking  out of the expander end barring. ,27,29,95,198,474,923,1268,37,103,150,244,478,981,1364
INC-1339842,2021-03-12,Cheyenne WY,Incident,Miscellaneous steam leaks around the site,39,74,128,259,539,995,1287,1,17,68,173,390,873,1330
INC-1339838,2021-03-03,Cheyenne WY,Incident,water leak by #1 aux boiler,41,68,137,249,508,895,1202,87,113,176,247,486,916,1394
INC-1339832,2021-03-16,Cheyenne WY,Incident,Packing on PIC-4853 NH3 chiller leaking,26,27,101,258,512,897,1271,15,51,89,219,443,925,1367
INC-1339580,2021-03-14,Cheyenne WY,Incident,Nitrate that was built up on the Tower Bottom slope sheet gave way and landed on the west M-460 Belt which tore the belt.,1,40,103,259,486,922,1286,16,31,68,172,419,940,1329
INC-1339578,2021-03-16,Cheyenne WY,Incident,Cooling Water hoses blew off the Acid #4 Absorber Tower.,26,27,101,258,512,897,1271,15,51,89,219,443,925,1367
INC-1339399,2021-03-15,Cheyenne WY,Incident,ANSOL had been introduced into the emulsin plants steam source causing piping and PRV-901 to start leaking,16,17,119,275,502,917,1263,26,66,95,218,425,941,1329
INC-1339358,2021-03-13,Cheyenne WY,Incident,Incoming water wells tripped and stayed offline for an extended period of time.,1,63,103,260,519,954,1286,1,27,69,173,409,902,1330
INC-1339356,2021-03-16,Cheyenne WY,Incident,A leak developed on flash gas piping.,26,27,101,258,512,897,1271,15,51,89,219,443,925,1367
INC-1339354,2021-03-14,Cheyenne WY,Incident,Power outage in the morning tripped the CO2 plant and Urea,1,40,103,259,486,922,1286,16,31,68,172,419,940,1329
INC-1339351,2021-03-10,Cheyenne WY,Incident,Leak developed on a flash gas line in the NH3 plant.,35,63,176,288,544,956,1261,62,63,94,191,452,885,1340
INC-1339150,2021-03-14,Cheyenne WY,Incident,"Due to Significant amount of Snow complex 1 Has Lost Power, Tripped, Started LoDAN #1, Been Stuck and Drifting Snow in  Plant and Main Road.  ",1,40,103,259,486,922,1286,16,31,68,172,419,940,1329
INC-1339084,2021-03-12,Cheyenne WY,Hazard,operator was getting ready yo connect the ammomia railcars whe he nonice that liquid line had was split on the outer layer.,39,74,128,259,539,995,1287,1,17,68,173,390,873,1330
INC-1339012,2021-03-11,Cheyenne WY,Near Miss,The #3 Acid Plant Combuster had Multiple Nox Excursions due to Loss of Purge Gas from the Nh3 Plant to Our Combuster and we Loss Abatement and had to Fax DEQ a Few Times. ,62,102,190,309,550,995,1287,39,40,106,211,429,904,1332
INC-1338760,2021-02-14,Cheyenne WY,Near Miss,Potential Ammonia release from A carb PSV. Regulatory bodies called,0,33,98,213,385,759,1154,10,63,108,227,512,945,1427
INC-1338754,2021-03-09,Cheyenne WY,Incident,Nitric Acid piping and valves leaking after valve repairs and gasket replacement.,40,40,169,286,521,934,1253,35,74,101,180,464,897,1347
INC-1338743,2021-03-09,Cheyenne WY,Near Miss,DCS and Lead operators seen DNTI driver take his bag out of truck and set it off scale as well as having some of his front tires off the scale when he was scaling out to get his gross and net weight. ,40,40,169,286,521,934,1253,35,74,101,180,464,897,1347
INC-1338682,2021-02-02,Cheyenne WY (DNTI),Incident,"Minor Incident-Driver parking for 10 hour break, became stuck in snow and put minor dent in hitch of pup.",44,44,107,203,431,728,1156,48,92,136,236,547,946,1414
INC-1338264,2021-03-05,Cheyenne WY,Near Miss,DCS operator noticed at the start of shift that the 1000G storage silo was down 1 load but there were no scheduled 1000G loads to load from silo overnight.,88,129,157,277,552,983,1280,26,54,128,196,399,886,1362
INC-1338209,2021-03-03,Cheyenne WY,Incident,DEF rail car collision.,41,68,137,249,508,895,1202,87,113,176,247,486,916,1394
INC-1337883,2021-03-02,Cheyenne WY,Near Miss,"During plant trip, insulation blanket under expander caught on fire",43,44,133,260,483,870,1181,41,129,169,258,502,932,1389
INC-1337440,2021-02-12,Cheyenne WY (DNTI),Near Miss,"Hard Brake-Traveling SB WY-59, driver braked hard due to white out condition caused by passing pickup.",33,65,98,213,436,800,1154,0,10,107,226,486,905,1426
INC-1337439,2021-02-12,Cheyenne WY (DNTI),Near Miss,Hard Brake-Driver was approaching stop sign on ice and ABS engaged and wheels locked up triggering hard brake.,33,65,98,213,436,800,1154,0,10,107,226,486,905,1426
